ScientificName,USDACode,FamilyName,PrimaryGrowthForm,Lifespan,Clade,GrowthForm4Model,TissueType,IntroYear,DominantInvasionPathway,InvasiveRangeSize,HabitatBreadth,LocalAbundance,natrng,ClonalPropagation,RegenerativeCapacity,Range,pHMin,pHMax,HardinessZoneMin,HardinessZoneMax,SelfCompatible,SLA_m2kg1,SeedWeightMean_g,ElevationMin_m,ElevationMax_m,PrecipMin_in,PrecipMax_in,HeightMax_m,LeafWidthMax_cm,LeafLengthMax_cm,monoploid,holoploid,TissueTypeDummy,ResidenceTime
Euphorbia oblongata,EUOB4,Euphorbiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1933,,68,11,407,8,,,,5,8,8,10,,41.37478777,7.075566474,0,1600,19,105,0.8,2.5,7,1.176345175,3.838269826,1,93
Euphorbia peplus,EUPE6,Euphorbiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1841,,37,9,5,57,0,0,,5.095675468,7.8,6,10,,37.75,0.67,0,1500,13,73,0.747545973,7.62,7.62,0.345,0.69,1,185
Euphorbia terracina,EUTE10,Euphorbiaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,1967,Stowaway,13,3,23,31,0,1,Short,5.247769341,7.060140997,9,11,,41.37478777,2.61,0,300,12,37,1,1,5,1.148397067,4.98046463,1,59
Euphorbia virgata,EUVI7,Euphorbiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1827,,,,,31,,,,5.161380956,7.5,5.247723957,10.17073752,,41.37478777,7.075566474,0,2600,21.47180046,96.95,0.61,7.62,9.63,2.35,6.196803594,1,199
Fagopyrum esculentum,,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1829,,8,7,0,2,0,0,,4.5,8.5,4.902376465,9.71681993,,27.92740083,28.29,0,2199.999999,15,50,1.2,10,10,2.749999999,8.883743235,1,197
Fallopia convolvulus,FACO,Polygonaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1916,Contaminant,,,,91,0,0,Long,4.750405469,7.5,2.925093237,8.831954417,,23.875,5.84,0,2700.000001,12.03146078,89.86,1.02,7.62,5.08,0.35,1.4,1,110
Fatoua villosa,FAVI,Moraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1962,,42,19,2,20,,,,6,8,5,11,,20.91235975,416.3059313,0,300,22.10844464,57.58,0.79,7.62,7.62,0.588221777,0.62463381,1,64
Festuca bromoides,4-Feb,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1800,,,,,49,,0,,5,8.8,6,10,,20.49891652,0.54,0,2280.000001,10,97,0.5,0.25,10,2.543013914,5.840068213,1,226
Festuca filiformis,FEFI,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1874,,9,6,0,23,1,1,,4.564177928,7.756038801,5.391606508,8.48435988,,20.49891652,0.33,302.2171978,3678.879953,18.12624028,43.69,0.6,0.16,25.96,2.51,12.14663451,1,152
Festuca myuros,FEMY2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1800,,,,,64,,0,,5.119937484,7.449831902,6,10,,20.49891652,1.1,0,2000,17,109,0.46,0.3,17,2.49568462,9.292128117,1,226
Festuca rubra,FERU2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1852,,,,,139,1,1,,5,5.953320286,4.504208361,11.02423186,1,11.40911913,1.12,0,3424.276071,30,70,0.91,40,0.2,2.279999999,15.67,1,174
Festuca trachyphylla,FETR3,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,13,1,1,,4.530902774,7.610149473,5.404605263,8.181292613,,20.49891652,0.93,792.0000003,3656.999999,18.78000078,39.06,0.76,0.12,30,2.0917,12.55,1,
Ficus altissima,FIAL4,Moraceae,Tree,Perennial,Angiosperm,Tree,Woody,1931,,4,2,4,21,,0,,5.813516616,6.536797449,9,11,,14.41512656,0.61,0,49.99999998,26.1392999,50.26,30.00000002,7.43,7.43,0.433731882,2.273141857,0,95
Ficus carica,FICA,Moraceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1822,Escape,89,18,153,15,0,0,Long,6,8,7,10,,18.82666667,33.42341816,0,300,8,71,9.140000001,15.24,25.4,0.37,0.794864206,0,204
Ficus microcarpa,FIMI2,Moraceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1915,Escape,27,3,76,41,,,Long,5.578800684,7,9,11,,14.41512656,0.39,0,1900.000001,14,19,12.19000001,7.62,5.08,0.415619498,1.257803264,0,111
Filipendula ulmaria,FIUL,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1889,,18,6,10,49,1,1,,6,8,3,9,,22.66566235,0.81,0,500,19.27306866,58.47,1.83,12.7,7.62,0.789892343,1.133342547,1,137
Firmiana simplex,FISI2,Sterculiaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1898,,19,11,23,9,,0,,6,8,7,9,,20.98979004,96.15,0,300,27.79303079,68.17,13.72000001,30.48,20.32,1.268505507,13.44160524,0,128
Foeniculum vulgare,FOVU,Apiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1905,,137,18,2235,41,1,1,,6,8,4,9,,17.6815,2.99,0,2260,13,109,1.83,40,30,2.390000001,5.170361804,1,121
Fragaria chiloensis,FRCH,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,9,,1,,4.5,8,9,10,,19.05951669,0.68,0,330,20,85,0.2,3.48,20,0.838955253,1.116870266,1,
Fragaria vesca subsp. vesca,FRVEV,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,,,,,,,,,,19.05951669,0.31,,,,,,,,0.25,,1,
Froelichia gracilis,FRGR3,Amaranthaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,19,,,,5.394353911,7.5,5.55532096,10.04212687,,21.32260616,2.298333333,12.93771727,2245.949353,36.0034583,64.58,0.5,5.08,7.17,4.329999998,14.26557095,1,
Fumaria capreolata,,Papaveraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1970,,8,3,7,29,0,0,,5.702342578,8.4,5.430089782,9.828249988,,30.25333654,3.49,0,49.99999998,15.95032018,49.74,0.49,3.41,9.67,1.158582566,1.937409488,1,56
Galanthus nivalis,,Amaryllidaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1962,,29,15,0,18,1,1,,5.817796687,7.757500446,3,9,,28.61,7.73,0,500,19.6370797,30.39,0.25,2.54,15.24,36.1,88.74999995,1,64
Galega officinalis,GAOF,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Herbaceous,1895,,18,7,450,25,0,0,,5.4,7.2,9,9,,44.331,7.47,10,1641.457451,42,49,1.83,10,20,2.210000001,4.420000002,1,131
Galeopsis bifida,,Lamiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1861,,29,11,0,59,0,0,,5.009788925,7.997854496,5.959521292,9.896693187,,32.72576923,3.47,0.989364753,1395.853237,14.16813344,65.61,0.4,3.69,5.33,1.59760247,3.397837198,1,165
Galeopsis tetrahit,,Lamiaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1867,,87,17,81,35,0,0,,4.997325198,7.544516339,6.473331115,9.597645458,,32.61777778,4.1,7.815034018,1202.404924,16.26809649,57.1,0.91,3.81,6.35,1.55,6.124756784,1,159
Galinsoga parviflora,GAPA2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1869,Contaminant,16,10,0,33,0,0,Long,4.941100683,8.5,8,10.06301006,1,40.31428571,0.31,5,2280,9,47,0.8,3.81,6.35,0.755,1.509999999,1,157
Galinsoga quadriradiata,GAQU,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1860,Escape,70,22,0,22,0,1,Long,4.970214423,8.674088115,7.571393346,10.83472176,1,36.42666667,0.25,0,2500,19.46713315,90.17,0.62,7.62,7.62,2.02,4.039999999,1,166
Galium aparine,GAAP2,Rubiaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,1800,,,,,80,0,0,,4.9,8.3,6,10,,33.02075842,9.05,0,2350,14,117,1.2,0.8,6,1.45,8.763735833,1,226
Galium mollugo,GAMO,Rubiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1865,,104,22,19,41,1,1,,5.167299034,7.684470203,7.326815961,10.23203983,,34.42843859,0.694432432,0,820.0000001,16.74340797,92.52,1.2,0.64,2.54,1.88,20.92753179,1,161
Galium verum,GAVE,Rubiaceae,Forb/Vine,Perennial,Angiosperm,Vine,Herbaceous,1872,,11,10,2,74,1,1,,5.328897812,7.903131374,4,8,,34.18350956,0.56,1.474890016,1104.983213,13.02711114,91.88,0.36,0.32,0.3,0.9435,3.774000002,1,154
Gamochaeta purpurea,GAPU3,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,62,,,,5.628867139,8,7.53324175,10.76341108,,21.76548373,0.01,4.999999999,300,22.42333942,48.76,0.410346744,2.54,7.62,1.546206643,3.140729653,1,
Gastridium phleoides,GAPH2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1866,,32,5,3,44,,0,,5,8.2,8,10,,26.46470061,0.14,0,1880,14,73,0.6,0.6,20,2.55134907,13.14832939,1,160
Gazania linearis,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1945,,22,4,13,2,,,,5.387209571,8.615835682,6.810165734,9.77803564,,21.76548373,1.77,0,900.0000003,12,47,0.15,2.54,15.24,1.849061941,1.915832584,1,81
Genista linifolia,GELI5,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1928,,2,3,750,6,0,0,,5.3,8.3,9,10,,14.683,6.6,0,1619.999999,12,47,1.2,0.47,6,0.648666708,1.533447758,0,98
Geranium columbinum,GECO,Geraniaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1861,,2,2,0,46,0,0,,5.015831443,7.954184566,7.9251835,9.853757007,,27.45,3.68,0,450,17.20281618,87.34,0.371193418,5,9.98,0.7133,1.426530612,1,165
Geranium dissectum,GEDI,Geraniaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1859,,110,28,12,55,0,0,,5,8.3,8,10,,22.09254492,2.37,0,1970,16,109,0.28,6,9.82,0.810902714,1.309874243,1,167
Geranium lucidum,GELU,Geraniaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1971,,55,8,365,51,0,0,,5,7,9,10,,27.425,0.68,0,350,26,87,0.4,4.2,10.3,0.935021705,3.050284264,1,55
Geranium molle,GEMO,Geraniaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1828,,77,19,20,57,0,0,,5,8,8,10,,27.78000667,1.07,0,1350,17,79,0.4,5.2,4,0.816941147,1.604964205,1,198
Geum urbanum,GEUR,Rosaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1895,,16,10,1,51,0,1,,5.206601058,8.097519797,4.761368912,9.622568217,1,36.00212883,2.08,0,1400,18.98162322,72.2,0.43,5.21,7.93,1.510000001,1.594389413,1,131
Gilia capitata,GICA5,Polemoniaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1877,,,,,8,,,,5,8.2,7,10,,0.170797425,0.62,0,2310,16,127,1.07,2.67,6.66,1.100235568,3.088850742,1,149
Glebionis coronaria,GLCO6,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1986,,20,2,0,30,0,,,5,8.9,9,10,0,21.76548373,2.79,0,2280.000001,10,39,0.4,4,6,4.52944666,7.673742053,1,40
Glechoma hederacea,GLHE2,Lamiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1864,Escape,603,53,423,46,1,1,Short,5.3,6.7,3,10,,35.16044444,0.65,20.00000001,2199.999999,34,67,0.23,7.62,7.62,0.9,1.688976464,1,162
Glyceria grandis,GLGR,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,,,,,,50,,,,5.625305264,6.883920928,5.004318195,8.998369475,,30.76592466,0.33,1060,1890.000001,22.04287527,47.11,1.401831996,7.57,15.25,2.04603619,12.30298954,1,
Glyceria maxima,GLMA3,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1878,,16,11,1,35,1,1,,5.625729686,6.885043332,5,9,,19.78808995,0.95,1050.188039,1893.435347,22.03818109,47.2,1.399999999,7.62,15.24,2.05,12.3,1,148
Gnaphalium uliginosum,,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1829,,30,13,0,104,0,0,,5.335476946,7.942654901,4.864388229,9.159671937,,37.93106292,0.01,1400,3000.000001,18.66951696,42.78,0.25,0.32,5.08,0.765475668,1.285627114,1,197
Grindelia squarrosa,GRSQ,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,47,,,,5.4,8.1,5,10,,21.76548373,0.91,10,2900,9,67,0.91,1.64,6.35,0.722320966,1.839965288,1,
Gypsophila paniculata,GYPA,Caryophyllales,Forb,Perennial,Angiosperm,Forb,Herbaceous,1896,Escape,82,22,105,24,,0,Short,5.8,8.5,6,9,,13.878,0.76,1020,2600,11,31,0.75,1.27,10.16,0.828367489,3.472653504,1,130
Gypsophila vaccaria,,Caryophyllaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1902,,,,,50,,,,,,,,,19.622,3.537,,,,,,,,,,1,124
Hedera canariensis,HECA37,Araliaceae,Vine,Perennial,Angiosperm,Vine,Woody,1800,,,,,1,,1,,5,8.2,7,10,,11.85031783,23.27036375,0,1810,15,67,9.999999996,3.51,15.24,1.4,9.361208339,0,226
Hedera helix,HEHE,Araliaceae,Vine,Perennial,Angiosperm,Vine,Woody,1838,,564,56,2611,37,1,1,,4.5,8.4,4,13,,11.85031783,19.72,0,3300,15,103,30.00000002,7.62,7.62,0.75,3.000000001,0,188
Hedychium coronarium,HECO11,Zingiberaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1927,,5,2,3,10,,1,,4.932183869,7.42657426,7,10,,,15,0,2500,59,113.28,3.000000001,15,60,3.844897682,39.01371206,1,99
Hedypnois rhagadioloides,,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,33,,,,5.2,8.3,9,10,,28.13975,2.32,0,1410,13,67,0.05,3.03,7.86,1.288798752,1.084398972,1,
Helianthus ciliaris,HECI,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,Unaided,,,,13,,,Short,5.949965667,7.8,7.784930923,9.707115662,0,2.180585407,1.3,10,2600,6.910140012,31.37,1.423476813,7.99,15.43,1.444126515,3.191801902,1,
Helianthus petiolaris,HEPE,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,,,,,,46,,0,,6.2,8.1,9,10,0,0.0000212,3.75,0,370,6,21,1.22,5.08,15.24,1.462736784,3.056989144,1,
Helichrysum petiolare,HEPE8,Asteraceae,Vine/Shrub,Perennial,Angiosperm,Shrub,Woody,1981,,5,2,2196,4,,1,,5.5,6.8,9,11,,20.97406,0.299241176,0,739.9999997,26,59,0.6,3,3.5,2.0385797,8.497810016,0,45
Heliotropium indicum,,Boraginaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1843,Escape,89,21,1,11,,0,Long,5.555080922,8,3,10,,15.5575,2.16,21.09749594,1908.337541,18.38396496,69.24,1.5,10,15,1.025399278,2.354427839,1,183
Helminthotheca echioides,HEEC3,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1907,Contaminant,,,,34,0,0,Long,5,8.6,9,10,0,21.76548373,0.7,0,2350,13,83,1,8.53,30,1.2,2.399999999,1,119
Hemarthria altissima,HEAL5,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1890,,13,2,30,58,,1,,5.5,6.5,6.040243977,9.31462206,,26.46470061,8.839506508,3008.74684,973.1330975,47,59,0.43,0.75,17.12,0.970017123,12.94724382,1,136
Hemerocallis fulva,HEFU,Asphodelaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1872,,292,39,164,7,,1,,5.328159978,8.089998677,3,8,,12.93250097,27.9,0,1000,16.79416488,28.88,1.07,2.54,91.44,4.035379461,15.83158532,1,154
Hemerocallis lilioasphodelus,HELI4,Liliaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1822,,4,3,3,14,,1,,5.381527293,7.944268293,3.401579065,7.930654601,,12.93250097,52.4,0,500,17.98199537,23.92,1,2,100,3.89,17.41085696,1,204
Heracleum mantegazzianum,HEMA17,Apiaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1917,Escape,101,22,53,44,0,1,Long,5.864042717,7.352314162,3,9,1,26.69857143,9.51,0,2438.440626,18.5650646,75.65,4.999999998,170,300,1.780000001,3.560000002,1,109
Heterotheca grandiflora,HEGR7,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1878,Contaminant,,,,5,,,Long,5,8.8,8,10,,16.38240474,1.03,0,2260,11,69,2.499999999,1.52,14.93,0.941852384,3.237442631,1,148
Hibiscus syriacus,HISY,Malvaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1838,,64,29,1,3,,0,,5.5,7.5,5,9,,1.08114882,15.48,0,300,24,55,2.499999999,8.5,9.5,0.837278211,4.879305457,0,188
Hibiscus tiliaceus,HITI,Malvaceae,Tree,Perennial,Angiosperm,Tree,Woody,1925,Escape,20,3,33,122,,1,Long,5,8.5,10,12,,1.08114882,15.38,0,800,35,98,20.00000001,15.24,20.32,1.595669257,23.09412802,0,101
Hibiscus trionum,HITR,Malvaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1822,Escape,64,25,0,33,,1,Short,5.628604546,7.825670136,2,11,1,1.08114882,3.87,10,1800,22.81167069,72.39,0.7,5.08,8,0.824911498,3.105098305,1,204
Hieracium lachenalii,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1896,,25,7,399,29,,0,,5.807404924,7.733212474,6.711781285,9.391261793,,25.645,0.37,0,318.3863573,19.97919209,48.28,0.41,2.78,14.36,3.75,11.24999999,1,130
Hieracium murorum,,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1896,,14,5,55,39,0,1,,5.918390677,7.608638328,6.819145787,9.441275579,,40.402,0.43,0,100,20.70160992,43.78,0.27,2.35,12.48,3.804000001,11.412,1,130
Hirschfeldia incana,HIIN3,Brassicaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1915,Contaminant,128,10,424,30,,0,Short,5,8.8,7,10,1,23.29111111,0.33,100,1600,10,87,0.56,8,35,0.52,1.04,1,111
Holcus lanatus,HOLA,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1906,Contaminant,229,34,506,47,1,1,Long,4,7.9,6,10,,32.18407764,0.33,0,2300,18,95,1.01,1,20.17,1.7,3.399999999,1,120
Hordeum jubatum,HOJU,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1889,,,,,79,1,0,,5.7,9.2,6,10,,23.0179,1.94,0,2990,7,67,0.61,0.5,15.24,5.424999999,21.70000002,1,137
Hordeum marinum,HOMA2,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1884,,53,7,70,53,0,0,,5,8.8,7,10,,46.43,5.27,0,2230,11,109,0.17,0.6,8,5.500000001,15.31999999,1,142
Hordeum murinum,HOMU,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1876,,171,21,54,59,,0,,5,8.8,6,10,,34.54219544,5.27,0,2650,8,97,0.29,0.8,28,5.500000001,21.04999998,1,150
Hordeum murinum subsp. glaucum,HOMUG,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,,,,,,,,,,5.5,8.3,7,10,,34.09361647,5.33,0,2479,8,67,,,,10.51,,1,
Hordeum murinum subsp. leporinum,HOMUL,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1700,,,,,,,,,5,8.7,7,10,,34.09361647,7.03,0,2120,9,97,0.38,,,10.51,,1,326
Hordeum vulgare,,Poaceae,Graminoid,Annual,Angiosperm,Graminoid,Herbaceous,1831,,19,11,2,1,0,0,,5,8.1,8,10,,32.56906667,41.83,0,2280.000001,14,93,1.2,1.11,19.54,5.500000001,14.71000001,1,195
Humulus scandens,HUSC,Cannabaceae,Forb/Vine,Annual,Angiosperm,Vine,Woody,1900,,,,,14,,,,6,8,4,8,,23.96666667,18,0,1000,15.49754971,22.2,6.099999998,15.24,15.24,0.603186482,0.928520342,0,126
Hydrilla verticillata,,Hydrocharitaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1905,Escape,398,42,133,63,1,1,Long,5.1,8.2,5,11,,37.3855814,0.17,0,200,5,47,0.06,2.54,2.54,0.822243862,1.055210785,1,121
Hydrocharis morsus-ranae,,Hydrocharitaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1974,Escape,75,15,1420,43,1,1,Long,5.303806567,7.5,7.305909576,9.518556378,,40.29266667,0.16,10,49.99999998,12.43173126,71.66,0.120965014,1.5,4.75,0.8449,3.379591837,1,52
Hydrocharis spongia,HYSP6,Hydrocharitaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1896,,,,,18,,,,5,5.9,9,9,,40.29266667,0.17,0,100,17,77,0.15,2.02,5.25,1.092480658,11.11146419,1,130
Hylotelephium telephium,,Crassulaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1838,,44,10,18,42,0,0,,6,8,3,9,,19.84821434,0.053157562,0,599.9999997,27.32279071,69.53,1.83,4.24,15.24,0.84265663,1.943298437,1,188
Hymenachne amplexicaulis,HYAM2,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1990,,,,,36,,,,4.915907678,7.5,6.757813023,10.30716405,,26.46470061,8.839506508,2.093201662,1948.068682,23.44810888,97.29,1.096045156,1.2,25.52,1.109476731,8.339972092,1,36
Hyoscyamus niger,HYNI,Solanaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1830,Escape,311,20,2891,76,0,0,Short,6,8,4,8,1,39.04202919,0.64,0,2900,12.24737834,48.05,1,15.24,20.32,1.150000001,2.300000001,1,196
Hypericum canariense,HYCA11,Hypericaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1928,,10,3,103,2,,1,,5.2,8.1,9,10,,26.05879733,0.158153234,0,500,12,37,4.999999998,1.5,7,0.51,2.044140009,0,98
Hypochaeris glabra,HYGL2,Asteraceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1865,,96,15,95,42,0,0,,5.800497487,7.5,8,10,1,39.92086125,0.68,100,1300,14,89,0.299,3.5,15,1.565,3.129999998,1,161
Hypochaeris radicata,HYRA3,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1895,,213,35,141,44,0,1,,6,8,4,8,0,22.38318015,0.81,0,1600,16,109,0.6,7.62,15.24,1.340000001,2.679999999,1,131
Ilex cornuta,,Aquifoliaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1928,,29,7,2,5,,1,,4.5,5.5,7,9,,11.44296974,15.44926888,512.4630024,1158.340352,26,60,3.049999999,7.62,7.62,0.66,7.076948461,0,98
Ilex crenata,ILCR2,Aquifoliaceae,Shrub/Tree,Perennial,Angiosperm,Tree,Woody,1942,,26,7,1,15,,1,,4.5,5.5,5,8,,11.44296974,12,0,1099.149443,35,55,4.900000002,2.54,3.18,0.508372575,5.046738717,0,84
Impatiens glandulifera,IMGL,Balsaminceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1912,Escape,98,23,172,2,0,0,Short,,,8,10,1,38.3,9.83,5,1190,27,51,0.39,6.5,18,1.15,,1,114
Imperata cylindrica,IMCY,Poaceae,Graminoid,Perennial,Angiosperm,Graminoid,Herbaceous,1911,,244,12,10667,81,,,,6,6,5,9,,17.4245,0.2,0,2700.000001,20,197,3.000000001,1.91,76.2,5.399999996,2332.673002,1,115
Indigofera hirsuta,,Fabaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1875,Escape,33,3,82,82,,1,Short,5,8,6.095654048,9.934595426,,23.47437641,2.25,0.39438074,1696.615662,30,105,1.5,4.33,15,1.221654997,2.908612335,1,151
Indigofera suffruticosa,INSU,Fabaceae,Shrub,Perennial,Angiosperm,Shrub,Woody,1836,,,,,46,,,,5.092953009,7.938097322,6.098464111,9.859167534,,23.47437641,3.17,1.068115994,1644.030695,28.47932062,97.29,1.88098668,4.26,15,1.1840287,3.151690304,0,190
Inula helenium,INHE,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1838,,29,8,3,43,1,1,,5.68126677,7.223593008,3,7,,14.59,1.22,0,300,26.82270411,29.61,1.399999999,20.32,40.64,2.259999999,4.519999997,1,188
Ipomoea coccinea,IPCO3,Convolvulaceae,Forb,Annual,Angiosperm,Forb,Herbaceous,1863,,42,15,3,24,,0,,6,8,6,10,,28.35666667,45.78301587,761.9999998,1829,15.80750963,28.53,10.54436197,7.62,15.24,0.804329148,3.311027594,1,163
Ipomoea cordatotriloba var. cordatotriloba,IPCOC2,Convolvulaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,,,,,,,,,,,,,,,28.35666667,15.04,,,,,,,,,,1,
Ipomoea hederacea,IPHE,Convolvulaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,1827,,110,30,2,5,,0,,6.094426023,7.831002323,3.117519096,10.04234515,,28.35666667,28.19,900.0000004,1900.000001,15.32539363,33.96,1.5,4.83,6.97,0.658419738,1.336735507,1,199
Ipomoea lacunosa,IPLA,Convolvulaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,,,,,,25,,,,5.942671508,7.928759046,4.107065288,10.23150688,,28.35666667,45.78301587,91.99503401,1749.915936,14.78184309,39.63,3.000000001,5.44,8,0.8,1.968680045,1,
Ipomoea purpurea,IPPU2,Convolvulaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,1822,Escape,104,38,5,28,,1,Long,5.5,8.5,2,11,,28.35666667,27.46,0,2300,11,31,2,16,18,1,1.189306018,1,204
Ipomoea quamoclit,,Convolvulaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,1875,,40,11,4,13,,0,,5.85646214,8,4.694171235,9.778187114,,28.35666667,13.79,324.8155475,1635.439169,13.91111145,24.38,6.099999998,2.54,7.62,0.63,1.928647138,1,151
Iris pseudacorus,IRPS,Iridaceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1868,,734,69,1193,51,1,1,,5.2,8.3,5,10,,14.92357143,42.79,0,2030.000001,14,75,1.22,7.62,15.24,5.665000002,11.33,1,158
Jacobaea vulgaris,JAVU,Asteraceae,Forb,Perennial,Angiosperm,Forb,Herbaceous,1901,,,,,44,1,1,,4.8,7.8,5,9,0,25.32119,0.197992,0,1500,37,127,1.294111385,7.62,15.24,1.125000001,4.500000002,1,125
Jacquemontia tamnifolia,JATA,Convolvulaceae,Forb/Vine,Annual,Angiosperm,Vine,Herbaceous,1891,,,,,78,,,,5.925439105,7.691921204,7.235474506,10.76565397,,28.02022794,4.28,0,200,15.33820399,60.71,3.999999998,12,16,1.492600082,6.694918925,1,135
Jasminum dichotomum,JADI2,Oleaceae,Vine,Perennial,Angiosperm,Vine,Woody,1946,,9,3,115,27,,1,,5.254590017,6.780893209,9,11,,12.7,182.35,1050,1800,47,87,8.000000004,3.5,7,1.310725124,10.22681888,0,80
Jasminum fluminense,JAFL,Oleaceae,Vine/Shrub,Perennial,Angiosperm,Vine,Woody,1932,Escape,8,3,139,6,,1,Long,5.294243991,7.512170045,9,11,,12.7,76.8,0,800,30,71,6.000000002,3.5,10,1.839634122,8.007888915,0,94
